id,created_at,updated_at,headline,summary,author,source,symbols,url
33061804,2023-06-29T15:13:54Z,2023-06-29T15:13:54Z,"'Drops In Memory Contract Prices To Slow In Q3 2023; Memory Contract Prices Will Continue To Fall In The Third Quarter Of 2023, But At A Slower Pace, Backed By A Seasonal Increase In Demand, According To Industry Sources' - DigiTimes Alert",,Happy Mohamed,benzinga,"FORM,GSIT,MU,SGH,SSNLF",https://www.benzinga.com/news/23/06/33061804/drops-in-memory-contract-prices-to-slow-in-q3-2023-memory-contract-prices-will-continue-to-fall-in-t
33054920,2023-06-29T10:02:32Z,2023-06-29T15:14:53Z,"Micron shares are trading higher after the company reported better-than-expected Q3 results. Also, Piper Sandler upgraded the stock from Underweight to Neutral.",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/wiim/23/06/33054920/micron-shares-are-trading-higher-after-the-company-reported-better-than-expected-q3-results-also-pip
33062172,2023-06-29T15:30:21Z,2023-06-29T15:30:22Z,Micron Technology Option Alert: Sep 15 $70 Calls Sweep (6) near the Ask: 1095 @ $2.28 vs 6109 OI; Ref=$64.96,,Charles Gross,benzinga,MU,https://www.benzinga.com/markets/options/23/06/33062172/micron-technology-option-alert-sep-15-70-calls-sweep-6-near-the-ask-1095-2-28-vs-6109-oi-ref-64-9
33063907,2023-06-29T17:00:40Z,2023-06-29T17:00:41Z,B of A Securities Maintains Neutral Rating for Micron Technology: Here's What You Need To Know, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/analyst-ratings/23/06/33063907/b-of-a-securities-maintains-neutral-rating-for-micron-technology-heres-what-you-need-to-know
33056344,2023-06-29T17:37:05Z,2023-06-29T17:37:09Z,"Banks Rise, Tech Slips As Dollar, Treasury Yields Jump On Stronger Data: What's Driving Markets Thursday",Thursday saw mixed reactions from U.S.,Shanthi Rexaline,benzinga,"AYI,BB,BTCUSD,DIA,FEZ,FXE,GLD,GS,JPM,LCID,MKC,MU,NKE,PAYX,PRGS,QQQ,RAD,SLV,SPCE,SPY,TLT,USO,UUP,WFC,XLB,XLC,XLF",https://www.benzinga.com/news/earnings/23/06/33056344/us-stocks-set-for-strong-thursday-open-as-traders-digest-earnings-bank-stress-results-why-this-anal
33064607,2023-06-29T17:38:58Z,2023-06-29T17:38:59Z,10 Information Technology Stocks With Whale Alerts In Today's Session, ,Benzinga Insights,benzinga,"AAPL,AMD,AYX,INTC,LRCX,MSFT,MU,ON,ORCL,SNOW",https://www.benzinga.com/markets/options/23/06/33064607/10-information-technology-stocks-with-whale-alerts-in-todays-session
33052921,2023-06-29T00:49:44Z,2023-06-30T01:02:41Z,Bank of America Passes Stress Test While Overstock.com Gains Attention: Stock Market Highlights, ,Benzinga Newsbot,benzinga,"BAC,JOBY,MU,OSTK,TSLA",https://www.benzinga.com/markets/equities/23/06/33052921/micron-and-joby-aviation-soar-as-tesla-joins-forces-with-volvo-todays-stock-round-up
33078965,2023-06-30T14:14:15Z,2023-06-30T14:14:16Z,"Citigroup Reiterates Buy on Micron Technology, Maintains $75 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33078965/citigroup-reiterates-buy-on-micron-technology-maintains-75-price-target
33080254,2023-06-30T15:15:45Z,2023-06-30T15:15:45Z,Peering Into Micron Technology's Recent Short Interest, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/short-sellers/23/06/33080254/peering-into-micron-technologys-recent-short-interest
33082818,2023-06-30T17:39:02Z,2023-06-30T17:39:02Z,10 Information Technology Stocks With Whale Alerts In Today's Session, ,Benzinga Insights,benzinga,"AAPL,AI,CRWD,EBIX,EXTR,INTC,MARA,MSFT,MU,NVDA",https://www.benzinga.com/markets/options/23/06/33082818/10-information-technology-stocks-with-whale-alerts-in-todays-session
33084622,2023-06-30T20:02:10Z,2023-06-30T21:03:00Z,"S&P 500 Climbs On Cooler Inflation Data, Apple Reclaims $3-Trillion Market Cap", ,Natan Ponieman,benzinga,"AAPL,CMCSA,CSCO,MU,NKE,T",https://www.benzinga.com/general/politics/23/06/33084622/s-p-500-climbs-on-cooler-inflation-data-apple-reclaims-3-trillion-market-cap-biden-wants-high-sp
