ticker,company_name,general_sentiment_score,ai_demand_sentiment,data_center_sentiment,hbm_sentiment,foundry_capacity_sentiment,semiconductor_capex_sentiment,china_export_risk_sentiment,inventory_sentiment,gross_margin_sentiment,pricing_pressure_sentiment,automotive_demand_sentiment,consumer_demand_sentiment,industrial_demand_sentiment,optical_networking_sentiment,memory_pricing_sentiment,analyst_sentiment,management_tone_sentiment,risk_sentiment,news_headlines,news_urls
LFUS,"Littelfuse, Inc.",0.7,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Q1 Earnings Highs And Lows: Littelfuse (NASDAQ:LFUS) Vs The Rest Of The Electronic Components Stocks | New Strong Buy Stocks for June 12th | New Strong Buy Stocks for June 12th | 1 Profitable Stock with Competitive Advantages and 2 We Find Risky | 1 Profitable Stock with Competitive Advantages and 2 We Find Risky | AI‑Driven Data Center Demand Could Be A Game Changer For Littelfuse (LFUS) | AI‑Driven Data Center Demand Could Be A Game Changer For Littelfuse (LFUS) | Why Are Investors Turning Bullish on Littelfuse (LFUS)? | Why Are Investors Turning Bullish on Littelfuse (LFUS)? | 3 Cash-Producing Stocks with Warning Signs,https://finance.yahoo.com/markets/stocks/articles/q1-earnings-highs-lows-littelfuse-183607538.html | https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-june-12th-094400365.html | https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-june-12th-094400365.html | https://finance.yahoo.com/markets/stocks/articles/1-profitable-stock-competitive-advantages-095337401.html | https://finance.yahoo.com/markets/stocks/articles/1-profitable-stock-competitive-advantages-095337401.html | https://finance.yahoo.com/sectors/technology/articles/ai-driven-data-center-demand-061446931.html | https://finance.yahoo.com/sectors/technology/articles/ai-driven-data-center-demand-061446931.html | https://finance.yahoo.com/markets/stocks/articles/why-investors-turning-bullish-littelfuse-152802116.html | https://finance.yahoo.com/markets/stocks/articles/why-investors-turning-bullish-littelfuse-152802116.html | https://finance.yahoo.com/markets/stocks/articles/3-cash-producing-stocks-warning-111214107.html
LINK,"Interlink Electronics, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kraken Moves kBTC to Chainlink as LayerZero Fallout Spreads | Kraken Moves kBTC to Chainlink as LayerZero Fallout Spreads | Sumsub and Chainlink Partner on Cross-Chain Identity for Onchain Compliance | Sumsub and Chainlink Partner on Cross-Chain Identity for Onchain Compliance | Coinbase Integrates Chainlink to Deliver Institutional Trading Data Onchain | Coinbase Integrates Chainlink to Deliver Institutional Trading Data Onchain | Unichain Adopts Chainlink Data Standard To Scale Institutional DeFi | Unichain Adopts Chainlink Data Standard To Scale Institutional DeFi | T. Rowe Price Adds Dogecoin And Shiba Inu To New Crypto ETF | T. Rowe Price Adds Dogecoin And Shiba Inu To New Crypto ETF,https://finance.yahoo.com/markets/crypto/articles/kraken-moves-kbtc-chainlink-layerzero-212000669.html | https://finance.yahoo.com/markets/crypto/articles/kraken-moves-kbtc-chainlink-layerzero-212000669.html | https://finance.yahoo.com/markets/crypto/articles/sumsub-chainlink-partner-cross-chain-163200459.html | https://finance.yahoo.com/markets/crypto/articles/sumsub-chainlink-partner-cross-chain-163200459.html | https://finance.yahoo.com/markets/crypto/articles/coinbase-integrates-chainlink-deliver-institutional-153700667.html | https://finance.yahoo.com/markets/crypto/articles/coinbase-integrates-chainlink-deliver-institutional-153700667.html | https://finance.yahoo.com/news/unichain-adopts-chainlink-data-standard-183000187.html | https://finance.yahoo.com/news/unichain-adopts-chainlink-data-standard-183000187.html | https://finance.yahoo.com/news/t-rowe-price-adds-dogecoin-135700476.html | https://finance.yahoo.com/news/t-rowe-price-adds-dogecoin-135700476.html
LNKS,Linkers Industries Limited,0.8,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,"Linkers Industries Limited (LNKS) Signs MOU to Increase Equity in LPW, Supporting Production Expansion | Linkers Industries Limited (LNKS) Signs MOU to Increase Equity in LPW, Supporting Production Expansion",https://finance.yahoo.com/markets/stocks/articles/linkers-industries-limited-lnks-signs-000755255.html | https://finance.yahoo.com/markets/stocks/articles/linkers-industries-limited-lnks-signs-000755255.html
LRCX,Lam Research Corporation,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,"Is Lam Research (LRCX) a Solid Growth Stock? 3 Reasons to Think ""Yes"" | Applied Materials Stock And The Tell Hiding In Its Margins | Applied Materials Stock And The Tell Hiding In Its Margins | Buy, Hold, or Sell: Lam Research Rocketed 21% Off Its June Lows as a New Fed Begins. Is LRCX Worthwhile at $366? | Buy, Hold, or Sell: Lam Research Rocketed 21% Off Its June Lows as a New Fed Begins. Is LRCX Worthwhile at $366? | Brokers Suggest Investing in Lam Research (LRCX): Read This Before Placing a Bet | Brokers Suggest Investing in Lam Research (LRCX): Read This Before Placing a Bet | Chips Up 8.8% in One Week: 5 Semiconductor Names Breaking Into New Highs | Chips Up 8.8% in One Week: 5 Semiconductor Names Breaking Into New Highs | If You Invested $1000 in Lam Research 10 Years Ago, This Is How Much You'd Have Now",https://finance.yahoo.com/markets/stocks/articles/lam-research-lrcx-solid-growth-164502641.html | https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/buy-hold-sell-lam-research-143649397.html | https://finance.yahoo.com/markets/stocks/articles/buy-hold-sell-lam-research-143649397.html | https://finance.yahoo.com/markets/stocks/articles/brokers-suggest-investing-lam-research-133006423.html | https://finance.yahoo.com/markets/stocks/articles/brokers-suggest-investing-lam-research-133006423.html | https://finance.yahoo.com/markets/stocks/articles/chips-8-8-one-week-130400051.html | https://finance.yahoo.com/markets/stocks/articles/chips-8-8-one-week-130400051.html | https://finance.yahoo.com/markets/stocks/articles/invested-1000-lam-research-10-123003176.html
LSCC,Lattice Semiconductor Corporati,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,"Credo Technology Stock Outlook Hinges on AI and Optical Scale | Credo Technology Stock Outlook Hinges on AI and Optical Scale | 1 Semiconductor Stock Worth Your Attention and 2 We Brush Off | 1 Semiconductor Stock Worth Your Attention and 2 We Brush Off | Lattice Semiconductor (LSCC) Is Down 6.0% After AMI Acquisition Financing Signals Bigger Balance Sheet Bet | Lattice Semiconductor (LSCC) Is Down 6.0% After AMI Acquisition Financing Signals Bigger Balance Sheet Bet | Lattice Semiconductor and Texas Instruments Shares Skyrocket, What You Need To Know | Lattice Semiconductor and Texas Instruments Shares Skyrocket, What You Need To Know | LSCC Rides on Strong AI-Related Demand: Will the Uptrend Persist? | LSCC Rides on Strong AI-Related Demand: Will the Uptrend Persist?",https://finance.yahoo.com/markets/stocks/articles/credo-technology-stock-outlook-hinges-143900700.html | https://finance.yahoo.com/markets/stocks/articles/credo-technology-stock-outlook-hinges-143900700.html | https://finance.yahoo.com/markets/stocks/articles/1-semiconductor-stock-worth-attention-084407588.html | https://finance.yahoo.com/markets/stocks/articles/1-semiconductor-stock-worth-attention-084407588.html | https://finance.yahoo.com/markets/stocks/articles/lattice-semiconductor-lscc-down-6-061129458.html | https://finance.yahoo.com/markets/stocks/articles/lattice-semiconductor-lscc-down-6-061129458.html | https://finance.yahoo.com/markets/stocks/articles/lattice-semiconductor-texas-instruments-shares-234537463.html | https://finance.yahoo.com/markets/stocks/articles/lattice-semiconductor-texas-instruments-shares-234537463.html | https://finance.yahoo.com/sectors/technology/articles/lscc-rides-strong-ai-related-170300219.html | https://finance.yahoo.com/sectors/technology/articles/lscc-rides-strong-ai-related-170300219.html
MCHP,Microchip Technology Incorporat,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Applied Materials Stock And The Tell Hiding In Its Margins | Applied Materials Stock And The Tell Hiding In Its Margins | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | Jim Cramer on Microchip Technology Incorporated: “I Think It’s Terrific” | Jim Cramer on Microchip Technology Incorporated: “I Think It’s Terrific” | Microchip Technology Deepens Aerospace Role With Class Y And Armenia Approval | Microchip Technology Deepens Aerospace Role With Class Y And Armenia Approval | Stocks Settle Sharply Higher on Middle East Peace Hopes | Stocks Settle Sharply Higher on Middle East Peace Hopes,https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/1-p-500-stock-target-141207801.html | https://finance.yahoo.com/markets/stocks/articles/1-p-500-stock-target-141207801.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-microchip-technology-incorporated-080449613.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-microchip-technology-incorporated-080449613.html | https://finance.yahoo.com/markets/stocks/articles/microchip-technology-deepens-aerospace-role-221052707.html | https://finance.yahoo.com/markets/stocks/articles/microchip-technology-deepens-aerospace-role-221052707.html | https://finance.yahoo.com/markets/stocks/articles/stocks-settle-sharply-higher-middle-203524096.html | https://finance.yahoo.com/markets/stocks/articles/stocks-settle-sharply-higher-middle-203524096.html
MCHPP,Microchip Technology Incorporat,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Applied Materials Stock And The Tell Hiding In Its Margins | Applied Materials Stock And The Tell Hiding In Its Margins | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | Jim Cramer on Microchip Technology Incorporated: “I Think It’s Terrific” | Jim Cramer on Microchip Technology Incorporated: “I Think It’s Terrific” | Microchip Technology Deepens Aerospace Role With Class Y And Armenia Approval | Microchip Technology Deepens Aerospace Role With Class Y And Armenia Approval | Zacks Investment Ideas feature highlights: Microchip Technology and Flex | Zacks Investment Ideas feature highlights: Microchip Technology and Flex,https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/applied-materials-stock-tell-hiding-154747405.html | https://finance.yahoo.com/markets/stocks/articles/1-p-500-stock-target-141207801.html | https://finance.yahoo.com/markets/stocks/articles/1-p-500-stock-target-141207801.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-microchip-technology-incorporated-080449613.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-microchip-technology-incorporated-080449613.html | https://finance.yahoo.com/markets/stocks/articles/microchip-technology-deepens-aerospace-role-221052707.html | https://finance.yahoo.com/markets/stocks/articles/microchip-technology-deepens-aerospace-role-221052707.html | https://finance.yahoo.com/markets/stocks/articles/zacks-investment-ideas-feature-highlights-143800370.html | https://finance.yahoo.com/markets/stocks/articles/zacks-investment-ideas-feature-highlights-143800370.html
MOBX,"Mobix Labs, Inc.",0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.6,0.2,"Mobix Labs, Inc. (MOBX) Wins Defense Contract for Tomahawk Missile Components | Mobix Labs, Inc. (MOBX) Wins Defense Contract for Tomahawk Missile Components | Mobix Labs (MOBX) Is Up 487.6% After New Aerospace And Defense EMI Orders - Has The Bull Case Changed? | Mobix Labs (MOBX) Is Up 487.6% After New Aerospace And Defense EMI Orders - Has The Bull Case Changed? | Mobix Labs (MOBX) Plans Facility Expansion, Names New General Manager | Mobix Labs (MOBX) Plans Facility Expansion, Names New General Manager | Mobix Labs prices $6M oversubscribed public offering | Mobix Labs prices $6M oversubscribed public offering | Sector Update: Tech Stocks Advance Late Afternoon | Sector Update: Tech Stocks Advance Late Afternoon",https://finance.yahoo.com/news/mobix-labs-inc-mobx-wins-125302356.html | https://finance.yahoo.com/news/mobix-labs-inc-mobx-wins-125302356.html | https://finance.yahoo.com/news/mobix-labs-mobx-487-6-211029785.html | https://finance.yahoo.com/news/mobix-labs-mobx-487-6-211029785.html | https://finance.yahoo.com/news/mobix-labs-mobx-plans-facility-152603120.html | https://finance.yahoo.com/news/mobix-labs-mobx-plans-facility-152603120.html | https://finance.yahoo.com/news/mobix-labs-prices-6m-oversubscribed-132656851.html | https://finance.yahoo.com/news/mobix-labs-prices-6m-oversubscribed-132656851.html | https://finance.yahoo.com/news/sector-tech-stocks-advance-afternoon-205917218.html | https://finance.yahoo.com/news/sector-tech-stocks-advance-afternoon-205917218.html
MRAM,"Everspin Technologies, Inc.",0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,-0.2,0.0,0.4,"5 Under-the-Radar AI Stocks to Watch in June | 5 Under-the-Radar AI Stocks to Watch in June | Why The Narrative Around Everspin Technologies (MRAM) Is Shifting After Fine Tuned Valuation Targets | Why The Narrative Around Everspin Technologies (MRAM) Is Shifting After Fine Tuned Valuation Targets | MarketBeat Week in Review – 05/18 - 05/22 | MarketBeat Week in Review – 05/18 - 05/22 | Jim Cramer on Everspin Technologies: “You Gotta Be Careful” | Jim Cramer on Everspin Technologies: “You Gotta Be Careful” | Jim Cramer Flags Industrial Company With 'Almost No Revenue,' Says No To Rocket Companies | Jim Cramer Flags Industrial Company With 'Almost No Revenue,' Says No To Rocket Companies",https://finance.yahoo.com/markets/stocks/articles/5-under-radar-ai-stocks-123500144.html | https://finance.yahoo.com/markets/stocks/articles/5-under-radar-ai-stocks-123500144.html | https://finance.yahoo.com/markets/stocks/articles/why-narrative-around-everspin-technologies-020658864.html | https://finance.yahoo.com/markets/stocks/articles/why-narrative-around-everspin-technologies-020658864.html | https://finance.yahoo.com/markets/stocks/articles/marketbeat-week-review-05-18-110000886.html | https://finance.yahoo.com/markets/stocks/articles/marketbeat-week-review-05-18-110000886.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-everspin-technologies-gotta-180502767.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-everspin-technologies-gotta-180502767.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-flags-industrial-company-120106750.html | https://finance.yahoo.com/markets/stocks/articles/jim-cramer-flags-industrial-company-120106750.html
MRVL,"Marvell Technology, Inc.",0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.2,"The Console Cycle That Could Test Advanced Micro Stock | Jensen Huang Says Marvell Technology Is the Next Trillion-Dollar Company. How Quickly Can It Get There? | Marvell Technology CEO Matt Murphy Believes This Is The 'Most Beautiful Thing' One Person Can Do For Another And It Can 'Change Their Life' | Nvidia, Micron, Intel Lead Chip Stock Rally After Breakthrough U.S.-Iran Agreement | Tech Stocks Are Rallying Once Again | Stocks to Watch: SpaceX, Micron Technology, Remy Cointreau | Chips Up 8.8% in One Week: 5 Semiconductor Names Breaking Into New Highs | Stocks Set to Open Sharply Higher as Oil Sinks on U.S.-Iran Deal, Fed Meeting Awaited | 1 Semiconductor Stock Worth Your Attention and 2 We Brush Off | Tech Shakeup on the S&P 500",https://finance.yahoo.com/markets/stocks/articles/console-cycle-could-test-advanced-165125104.html | https://finance.yahoo.com/markets/stocks/articles/jensen-huang-says-marvell-technology-152000578.html | https://finance.yahoo.com/sectors/technology/articles/marvell-technology-ceo-matt-murphy-150024465.html | https://finance.yahoo.com/sectors/technology/articles/nvidia-micron-intel-lead-chip-141246902.html |  |  | https://finance.yahoo.com/markets/stocks/articles/chips-8-8-one-week-130400051.html | https://finance.yahoo.com/markets/stocks/articles/stocks-set-open-sharply-higher-103929331.html | https://finance.yahoo.com/markets/stocks/articles/1-semiconductor-stock-worth-attention-084407588.html | https://finance.yahoo.com/markets/stocks/articles/tech-shakeup-p-500-205357142.html
MTSI,MACOM Technology Solutions Hold,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.2,"MACOM Technology Solutions Holdings (MTSI) Stock Valuation After New SATCOM RF And Optical Product Launches | MACOM Technology Solutions Holdings (MTSI) Stock Valuation After New SATCOM RF And Optical Product Launches | MACOM, Analog Devices, and Seagate Shares Skyrocket, What You Need To Know | MACOM, Analog Devices, and Seagate Shares Skyrocket, What You Need To Know | 2 Semiconductor Stocks with Exciting Potential and 1 We Brush Off | 2 Semiconductor Stocks with Exciting Potential and 1 We Brush Off | MaxLinear Up 354% YTD: Is the Stock Still Worth Considering? | MaxLinear Up 354% YTD: Is the Stock Still Worth Considering? | 2 Cash-Heavy Stocks Worth Investigating and 1 We Turn Down | 2 Cash-Heavy Stocks Worth Investigating and 1 We Turn Down",https://finance.yahoo.com/markets/stocks/articles/macom-technology-solutions-holdings-mtsi-130956669.html | https://finance.yahoo.com/markets/stocks/articles/macom-technology-solutions-holdings-mtsi-130956669.html | https://finance.yahoo.com/markets/stocks/articles/macom-analog-devices-seagate-shares-000937210.html | https://finance.yahoo.com/markets/stocks/articles/macom-analog-devices-seagate-shares-000937210.html | https://finance.yahoo.com/markets/stocks/articles/2-semiconductor-stocks-exciting-potential-130528513.html | https://finance.yahoo.com/markets/stocks/articles/2-semiconductor-stocks-exciting-potential-130528513.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-354-ytd-stock-still-140100055.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-354-ytd-stock-still-140100055.html | https://finance.yahoo.com/markets/stocks/articles/2-cash-heavy-stocks-worth-083014133.html | https://finance.yahoo.com/markets/stocks/articles/2-cash-heavy-stocks-worth-083014133.html
MU,"Micron Technology, Inc.",0.85,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.1,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.2,"Micron Rallies as TD Cowen Lifts Price Target 127% Ahead of Earnings | Top Midday Gainers | Quantum Stocks Jump as Growth Trade Revives | SpaceX, Western Digital, Micron, and More Stocks That Explain Today’s Market | Stock Market Today, June 15: SpaceX Surges at Midday After Blockbuster IPO | SpaceX Stock Jumps Again as Elon Musk Unveils Meteoric Revenue Target | Micron, AMD Lead Chip Stocks Rally On U.S.-Iran Deal | Micron Technology to Benefit From Memory-Chip Upcycle With Room to Run, RBC Says | The AI Trade Starts Holiday-Shortened Week Strong as Chip and Memory Stocks Surge | Micron Stock Rebounds as Memory-Chip Shortage Drives Gains",https://finance.yahoo.com/markets/stocks/articles/micron-rallies-td-cowen-lifts-185829991.html | https://finance.yahoo.com/markets/stocks/articles/top-midday-gainers-180047578.html | https://finance.yahoo.com/markets/stocks/articles/quantum-stocks-jump-growth-trade-180020171.html |  | https://finance.yahoo.com/markets/stocks/articles/stock-market-today-june-15-164836588.html |  |  | https://finance.yahoo.com/markets/stocks/articles/micron-technology-benefit-memory-chip-152559234.html | https://finance.yahoo.com/markets/stocks/articles/ai-trade-starts-holiday-shortened-150157925.html | 
MVIS,"Microvision, Inc.",0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.5,"Ouster Looks to Future of Smart Transportation with REV8 Color LiDAR | Ouster Looks to Future of Smart Transportation with REV8 Color LiDAR | Why Is MVIS Stock Surging Today? | Why Is MVIS Stock Surging Today? | Does MicroVision’s (MVIS) Reverse Split Flexibility Recast Its Lidar Investment Story or Just Its Share Count? | Does MicroVision’s (MVIS) Reverse Split Flexibility Recast Its Lidar Investment Story or Just Its Share Count? | Why Did FULC, MVIS, HRTX Stocks Plunge To 52-Week Lows Today? | Why Did FULC, MVIS, HRTX Stocks Plunge To 52-Week Lows Today? | Robots, Drones, and Physical AI: How to Invest in LiDAR’s Second Act | Robots, Drones, and Physical AI: How to Invest in LiDAR’s Second Act",https://tech.yahoo.com/transportation/articles/ouster-looks-future-smart-transportation-215440896.html | https://tech.yahoo.com/transportation/articles/ouster-looks-future-smart-transportation-215440896.html | https://finance.yahoo.com/markets/stocks/articles/why-mvis-stock-surging-today-154628662.html | https://finance.yahoo.com/markets/stocks/articles/why-mvis-stock-surging-today-154628662.html | https://finance.yahoo.com/markets/stocks/articles/does-microvision-mvis-reverse-split-150933267.html | https://finance.yahoo.com/markets/stocks/articles/does-microvision-mvis-reverse-split-150933267.html | https://finance.yahoo.com/markets/stocks/articles/why-did-fulc-mvis-hrtx-030414171.html | https://finance.yahoo.com/markets/stocks/articles/why-did-fulc-mvis-hrtx-030414171.html | https://finance.yahoo.com/markets/stocks/articles/robots-drones-physical-ai-invest-204637659.html | https://finance.yahoo.com/markets/stocks/articles/robots-drones-physical-ai-invest-204637659.html
MXL,"MaxLinear, Inc",0.8,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,MaxLinear's Panther Momentum Builds on Growing Tier 1 Design Wins | MaxLinear's Panther Momentum Builds on Growing Tier 1 Design Wins | Can MaxLinear’s (MXL) Los Alamos OpenZFS Deal Reframe Its Data Center And AI Narrative? | Can MaxLinear’s (MXL) Los Alamos OpenZFS Deal Reframe Its Data Center And AI Narrative? | MaxLinear's Trinity Platform Boosts Its Wireless Backhaul Capabilities | MaxLinear's Trinity Platform Boosts Its Wireless Backhaul Capabilities | Is MaxLinear the Next AI Stock to 10X? | Is MaxLinear the Next AI Stock to 10X? | MaxLinear (MXL) Ranks Among the Best Performing Growth Stocks | MaxLinear (MXL) Ranks Among the Best Performing Growth Stocks,https://finance.yahoo.com/markets/stocks/articles/maxlinears-panther-momentum-builds-growing-125400689.html | https://finance.yahoo.com/markets/stocks/articles/maxlinears-panther-momentum-builds-growing-125400689.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-mxl-los-alamos-openzfs-060751553.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-mxl-los-alamos-openzfs-060751553.html | https://finance.yahoo.com/sectors/technology/articles/maxlinears-trinity-platform-boosts-wireless-125000794.html | https://finance.yahoo.com/sectors/technology/articles/maxlinears-trinity-platform-boosts-wireless-125000794.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-next-ai-stock-10x-045000892.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-next-ai-stock-10x-045000892.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-mxl-ranks-among-best-011511831.html | https://finance.yahoo.com/markets/stocks/articles/maxlinear-mxl-ranks-among-best-011511831.html
NEON,Neonode Inc.,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.7,"We Don’t Think Neonode's (NASDAQ:NEON) Earnings Should Make Shareholders Too Comfortable | We Don’t Think Neonode's (NASDAQ:NEON) Earnings Should Make Shareholders Too Comfortable | Neonode: Q3 Earnings Snapshot | Neonode: Q3 Earnings Snapshot | Further weakness as Neonode (NASDAQ:NEON) drops 18% this week, taking one-year losses to 63% | Further weakness as Neonode (NASDAQ:NEON) drops 18% this week, taking one-year losses to 63% | BC-Most Active Stocks | BC-Most Active Stocks | Stocks Look Set to Open Trading Session Marginally Lower Wednesday as Investors Look Ahead to Nvidia Earnings | Stocks Look Set to Open Trading Session Marginally Lower Wednesday as Investors Look Ahead to Nvidia Earnings",https://finance.yahoo.com/news/don-t-think-neonodes-nasdaq-131102134.html | https://finance.yahoo.com/news/don-t-think-neonodes-nasdaq-131102134.html | https://finance.yahoo.com/news/neonode-q3-earnings-snapshot-143336679.html | https://finance.yahoo.com/news/neonode-q3-earnings-snapshot-143336679.html | https://finance.yahoo.com/news/further-weakness-neonode-nasdaq-neon-101656450.html | https://finance.yahoo.com/news/further-weakness-neonode-nasdaq-neon-101656450.html | https://finance.yahoo.com/news/bc-most-active-stocks-143016200.html | https://finance.yahoo.com/news/bc-most-active-stocks-143016200.html | https://finance.yahoo.com/news/stocks-look-set-open-trading-132644168.html | https://finance.yahoo.com/news/stocks-look-set-open-trading-132644168.html
NVDA,NVIDIA Corporation,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,"Nvidia Stock Retakes Key Level As Chipmaker Plans Bond Offering | Nvidia Taps Bond Market for the First Time in Five Years | Forget the SpaceX IPO: 3 Rock-Solid Dividend Stocks to Build Your Portfolio Around | Here's What to Do if Ethereum Drops Below $1,000 | Can Amazon Reach $300 Per Share Before Year-End 2026? | SpaceX Soars 16%, Rocket Lab Gains 7%, Virgin Galactic Drops 4%: Why Space Stocks Are Diverging Today | Update: Equity Markets Rally Intraday, Oil Tumbles Following US-Iran Deal | Meta Platforms Is Quietly Becoming One of the Market's Best AI Stocks to Buy. Here Are 3 Reasons Why. | Here's When Pfizer's CEO Says the Company Might Get Back to Generating High-Single-Digit Growth | MSTX vs. MSTU: Which 2x MicroStrategy ETF Survives the Volatility?", | https://finance.yahoo.com/markets/stocks/articles/nvidia-taps-bond-market-first-184642109.html | https://finance.yahoo.com/markets/stocks/articles/forget-spacex-ipo-3-rock-184608910.html | https://finance.yahoo.com/markets/crypto/articles/heres-ethereum-drops-below-1-184500321.html | https://finance.yahoo.com/markets/stocks/articles/amazon-reach-300-per-share-183809008.html | https://finance.yahoo.com/markets/stocks/articles/spacex-soars-16-rocket-lab-183416753.html | https://finance.yahoo.com/markets/stocks/articles/equity-markets-rally-intraday-oil-183240698.html | https://finance.yahoo.com/markets/stocks/articles/meta-platforms-quietly-becoming-one-182600699.html | https://finance.yahoo.com/markets/stocks/articles/heres-pfizers-ceo-says-company-172000069.html | https://finance.yahoo.com/markets/options/articles/mstx-vs-mstu-2x-microstrategy-171929791.html
NVTS,Navitas Semiconductor Corporati,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.6,Navitas Semiconductor (NVTS) Is Down 6.7% After Nvidia AI MGX Showcase Tie‑In And $500M ATM Plan | Navitas Semiconductor (NVTS) Is Down 6.7% After Nvidia AI MGX Showcase Tie‑In And $500M ATM Plan | Why Navitas Semiconductor Stock Soared Today | Why Navitas Semiconductor Stock Soared Today | From Crypto to AI: Insiders Are Trading These 3 Stocks | From Crypto to AI: Insiders Are Trading These 3 Stocks | Why Navitas Semiconductor Stock Plummeted This Week | Why Navitas Semiconductor Stock Plummeted This Week | Navitas (NVTS) stuns market in unexpected move amid AI power surge | Navitas (NVTS) stuns market in unexpected move amid AI power surge,https://finance.yahoo.com/markets/stocks/articles/navitas-semiconductor-nvts-down-6-041311549.html | https://finance.yahoo.com/markets/stocks/articles/navitas-semiconductor-nvts-down-6-041311549.html | https://finance.yahoo.com/markets/stocks/articles/why-navitas-semiconductor-stock-soared-215813371.html | https://finance.yahoo.com/markets/stocks/articles/why-navitas-semiconductor-stock-soared-215813371.html | https://finance.yahoo.com/markets/stocks/articles/crypto-ai-insiders-trading-3-155500960.html | https://finance.yahoo.com/markets/stocks/articles/crypto-ai-insiders-trading-3-155500960.html | https://finance.yahoo.com/markets/stocks/articles/why-navitas-semiconductor-stock-plummeted-105500614.html | https://finance.yahoo.com/markets/stocks/articles/why-navitas-semiconductor-stock-plummeted-105500614.html | https://finance.yahoo.com/markets/stocks/articles/navitas-nvts-stuns-market-unexpected-000300242.html | https://finance.yahoo.com/markets/stocks/articles/navitas-nvts-stuns-market-unexpected-000300242.html
